ArticleURL,Authors,Title,Year,Source,Publisher,CitesURL,FullTextURL,Cites,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,RelatedURL
https://www.taylorfrancis.com/chapters/edit/10.4324/9781003093145-7/equity-grading-assessment-jeffrey-zoul,J Zoul,Equity in grading and assessment,2021,10 Perspectives on Equity in Education,taylorfrancis.com,https://scholar.google.com/scholar?cites=16822576793813688750&as_sdt=2005&sciodt=2007&hl=en,,1,11,8/15/24 20:39,,10.4324/9781003093145-7,,,,,,,1,0.33,1,1,3,… What does equity in education look like in practice and what are the primary challenges we … for equity relates to our grading and assessment practices. Many of the traditional grading …,https://scholar.google.com/scholar?q=related:rqH-0XbMdekJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
,ME Ko,"Revolutionizing grading: implications on power, agency, and equity",2021,2021 ASEE Virtual Annual Conference Content Access,,https://scholar.google.com/scholar?cites=5233178491488030234&as_sdt=2005&sciodt=2007&hl=en,,7,12,8/15/24 20:39,CITATION,,,,,,,,7,2.33,7,1,3,,https://scholar.google.com/scholar?q=related:Gs5bhxz8n0gJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://digitalcommons.imsa.edu/cgi/viewcontent.cgi?article=1477&context=proflearningday,A Trimm,MASTERY BASED GRADING FOR SECONDARY MATHEMATICS,2023,,digitalcommons.imsa.edu,,https://digitalcommons.imsa.edu/cgi/viewcontent.cgi?article=1477&context=proflearningday,0,13,8/15/24 20:39,PDF,,,,,,,,0,0,0,1,1,"… Mastery Grading for the first time in BC Calculus I last semester and had a great experience. I am using the same grading method … grading system, they kept working hard and improving …",https://scholar.google.com/scholar?q=related:eRa0LCO9W8wJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.2c00740,"KJ McKnelly, WJ Howitz, TA Thane, ...","Specifications grading at scale: Improved letter grades and grading-related interactions in a course with over 1,000 students",2023,Journal of Chemical …,ACS Publications,https://scholar.google.com/scholar?cites=16523024816661620194&as_sdt=2005&sciodt=2007&hl=en,https://pubs.acs.org/doi/full/10.1021/acs.jchemed.2c00740,11,14,8/15/24 20:39,,10.1021/acs.jchemed.2c00740,,,,,,,11,11,3,4,1,"… rubrics for notebook pages were designed by type of experiment (technique-focused, reaction… ask about if and how specifications grading systems improve equity in the classroom, such …",https://scholar.google.com/scholar?q=related:4mUULIeTTeUJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-4609.2007.00153.x,"L Anglin, K Anglin, PL Schumann, ...",Improving the Efficiency and Effectiveness of Grading Through the Use of Computer‐Assisted Grading Rubrics,2008,… Sciences journal of …,Wiley Online Library,https://scholar.google.com/scholar?cites=15792938242764559548&as_sdt=2005&sciodt=2007&hl=en,,97,15,8/15/24 20:39,,10.1111/j.1540-4609.2007.00153.x,,,,,,,97,6.06,24,4,16,… grading rubrics compared to other grading methods with respect to the efficiency and effectiveness of different grading … groups based on the grading method. Efficiency was measured …,https://scholar.google.com/scholar?q=related:vNSpP6jJK9sJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://journals.sagepub.com/doi/abs/10.1177/004005999803100204,"DF Bradley, MB Calvin",Grading modified assignments: Equity or compromise?,1998,Teaching Exceptional Children,journals.sagepub.com,https://scholar.google.com/scholar?cites=548342789057655111&as_sdt=2005&sciodt=2007&hl=en,,38,16,8/15/24 20:39,,10.1177/004005999803100204,,,,,,,38,1.46,19,2,26,… We have evaluated each practice according to the preceding grading criteria (see Table 1). … common method for grading in the classroom and for student report cards. Using letter and …,https://scholar.google.com/scholar?q=related:R7HthNwanAcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://futurity-education.com/index.php/fed/article/view/338,"CN Estayan, MT Villaver Jr, MY Abella",Exploring the Impact of Grading for Equity on Student's Academic Performance: A Qualitative Study,2024,Futurity Education,futurity-education.com,,https://futurity-education.com/index.php/fed/article/download/338/167,0,17,8/15/24 20:39,,,,,,,,,0,0,0,3,1,"… of the impact of equity-driven grading on student success. By … within the context of equity-focused grading practices, this study … sequential method in the related studies for grading …",https://scholar.google.com/scholar?q=related:N7NULTPV9lcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.1c00369,"RS Bowen, MM Cooper",Grading on a curve as a systemic issue of equity in chemistry education,2021,Journal of Chemical Education,ACS Publications,https://scholar.google.com/scholar?cites=2665113520240617910&as_sdt=2005&sciodt=2007&hl=en,,29,18,8/15/24 20:39,,10.1021/acs.jchemed.1c00369,,,,,,,29,9.67,15,2,3,"… on a curve can take on a variety of meanings, and throughout this paper, grading on a curve will refer to the practice of sorting student grades by fitting them to a normal distribution …",https://scholar.google.com/scholar?q=related:tmkIVKBi_CQJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://eric.ed.gov/?id=ED606474,"M Castro, L Choi, J Knudson, J O'Day",Grading Policy in the Time of COVID-19: Considerations and Implications for Equity. Policy and Practice Brief.,2020,California Collaborative on District …,ERIC,https://scholar.google.com/scholar?cites=6330288457985234051&as_sdt=2005&sciodt=2007&hl=en,https://files.eric.ed.gov/fulltext/ED606474.pdf,17,19,8/15/24 20:39,,,,,,,,,17,4.25,4,4,4,"… Some members of the education community have taken a different tack on grading and equity during this period, arguing that options such as suspending grading or awarding credit/no …",https://scholar.google.com/scholar?q=related:gxT3L9Cz2VcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://search.proquest.com/openview/0e7732afadcef8ad314f7377414b298e/1?pq-origsite=gscholar&cbl=18750&diss=y,SA Mitchell,Teacher Perceptions of Equitable Grading Practices: A Case Study,2023,,search.proquest.com,https://scholar.google.com/scholar?cites=4878613374122396262&as_sdt=2005&sciodt=2007&hl=en,,1,20,8/15/24 20:39,,,,,,,,,1,1,1,1,1,"… terms of equity can be used to develop equitable grading policies commensurate with a student… examine the practice of using late work as an academic grading factor further, specifically …",https://scholar.google.com/scholar?q=related:ZgoJCQRRtEMJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.educationnext.org/wp-content/uploads/2022/12/ednext_XXII_4_alex.pdf,P Alex,Time to Pull the Plug on Traditional Grading? Supporters of mastery-based grading say it could promote equity.,2022,Education Next,educationnext.org,https://scholar.google.com/scholar?cites=10982950391921882197&as_sdt=2005&sciodt=2007&hl=en,https://www.educationnext.org/wp-content/uploads/2022/12/ednext_XXII_4_alex.pdf,9,21,8/15/24 20:39,PDF,,,,,,,,9,4.5,9,1,2,"… The individualized nature of equitable grading can run afoul of computerized grading programs, for instance. Those programs, used by virtually all schools, reinforce the practice of point …",https://scholar.google.com/scholar?q=related:VbQ9-DBHa5gJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://digitalcommons.georgefox.edu/edd/186/,SE Leonard,Rethinking Grading: Exploring High School Teachers' Experiences with Changing to a Nontraditional Grading System,2022,,digitalcommons.georgefox.edu,,https://digitalcommons.georgefox.edu/cgi/viewcontent.cgi?article=1186&context=edd,0,22,8/15/24 20:39,,,,,,,,,0,0,0,1,2,… and equity were outcomes that made the system worth using. Implications for scholarship and practice … to engage in introspection surrounding their grading practices as well as finding a …,https://scholar.google.com/scholar?q=related:9iaudCdxoEwJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://books.google.com/books?hl=en&lr=&id=hRaIDwAAQBAJ&oi=fnd&pg=PP1&dq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&ots=dGdB19aKvU&sig=bHvagZPukiDppgMq8SSGZmnfSkY,"TR Guskey, SM Brookhart","What we know about grading: What works, what doesn't, and what's next",2019,,books.google.com,https://scholar.google.com/scholar?cites=2522170283157806024&as_sdt=2005&sciodt=2007&hl=en,,101,23,8/15/24 20:39,BOOK,,,,,,,,101,20.2,51,2,5,… and provide a foundation for improved grading policy and practice at all levels. If sharing the … Edgeworth considered this part of an argument for improving grading reliability. We love …,https://scholar.google.com/scholar?q=related:yNuqboKMACMJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.tandfonline.com/doi/abs/10.1080/02602930600896571,"KH Green, A Emerson",A new framework for grading,2007,Assessment &Evaluation in Higher …,Taylor &Francis,https://scholar.google.com/scholar?cites=8706285887126673337&as_sdt=2005&sciodt=2007&hl=en,https://fisherpub.sjf.edu/cgi/viewcontent.cgi?article=1001&context=math_facpub,45,24,8/15/24 20:39,,10.1080/02602930600896571,,,,,,,45,2.65,23,2,17,… From our students’ work we found we could not use a traditional grading method with its … It is clear from current research that many discussions concerning the topic of improving grading …,https://scholar.google.com/scholar?q=related:uZcu7-Lw0ngJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://www.mdpi.com/2227-7102/13/11/1091,"HT Crogman, KO Eshun, M Jackson, ...",Ungrading: The Case for Abandoning Institutionalized Assessment Protocols and Improving Pedagogical Strategies,2023,Education …,mdpi.com,https://scholar.google.com/scholar?cites=12617891613116697487&as_sdt=2005&sciodt=2007&hl=en,https://www.mdpi.com/2227-7102/13/11/1091,1,25,8/15/24 20:39,HTML,,,,,,,,1,1,0,4,1,"… , when used, can create a more comprehensive grading system that captures the full range of learning experiences [48]. Ultimately, the best method for grading experiential learning is …",https://scholar.google.com/scholar?q=related:j4sz1pHBG68J:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
,S Krinsky,Grading: The (Mis) use of Mathematics in Measuring Student Learning and its Disproportionate Impact on Equity and Inclusion,2024,,,,,0,26,8/15/24 20:39,CITATION,,,,,,,,0,0,0,1,1,,https://scholar.google.com/scholar?q=related:F6vBb02k0KcJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
https://books.google.com/books?hl=en&lr=&id=dIN2AwAAQBAJ&oi=fnd&pg=PP1&dq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&ots=5iwD4ubkwi&sig=Kz80j49BQUZ8sOgBLyDCqL_otzM,TR Guskey,Practical solutions for serious problems in standards-based grading,2008,,books.google.com,https://scholar.google.com/scholar?cites=4049185870323160626&as_sdt=2005&sciodt=2007&hl=en,,148,27,8/15/24 20:39,BOOK,,,,,,,,148,9.25,148,1,16,"… Her research focused on standards-based grading, how classroom assessments can be used to measure instructional practice, and test validity issues. She has been an elementary …",https://scholar.google.com/scholar?q=related:MpYkdhiZMTgJ:scholar.google.com/&scioq=grading%7C%22mastery+grading%22%7C%22alternative+grading%22%7C%22specification+grading%22%7C%22specifications+grading%22%7C%22mastery+learning%22%7C%22specs+grading%22%7C%22grading+for+equity%22%7C%22ungrading%22%7C%22un+grading%22%7C%22contract+grading%22+practice%7Cstrategy%7Ctechnique%7Ctactic%7Cmethod+equity%7Cimproving&hl=en&as_sdt=2007
